                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 3 7 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa_me/chukwa-0._RELAX_java_2017-03-07_17_53_45_298/chukwa-0.4.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
     129      16 |      29        0 |      13      11      39 |      63       84 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/extraction/demux/TestDemux.java
     647     111 |      60        0 |       9      47     323 |     379      476 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/extraction/demux/TestDemuxManager.java
     152      33 |      26        2 |      17      14      51 |      82       93 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/extraction/archive/TestArchive.java
     352      68 |      17        3 |      18      56     150 |     224      267 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/tools/backfilling/TestBackfillingLoader.java
      41       8 |      17        0 |       2       1       8 |      11       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/TestRecordConsts.java
      93      12 |      17        0 |       5       7      41 |      53       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/DriverManagerUtilTest.java
      37       4 |      17        0 |       2       2      10 |      14       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/TestXSSFilter.java
      89      18 |      18        0 |      12       3      31 |      46       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/TestDumpChunks.java
      78      13 |      19        0 |       3       2      36 |      41       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/TestFilter.java
     102      13 |      17        0 |      15       5      45 |      65       72 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/TestCRValidator.java
     111      19 |      24        0 |      18      13      31 |      62       68 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/util/TestCreateRecordFile.java
      76       5 |      19        0 |       5       1      38 |      44       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/ChunkImplTest.java
      38       5 |      17        0 |       2       0      12 |      14       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/TestChunkBuilder.java
      85      12 |      17        1 |      10       7      29 |      46       56 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/inputtools/TestInputFormat.java
      81      11 |      19        0 |      11       3      22 |      36       51 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/inputtools/log4j/TestTaskLogAppender.java
      81      10 |      19        0 |      11       3      23 |      37       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/inputtools/log4j/TestChukwaDailyRollingFileAppender.java
      59       9 |      17        0 |       8       2      18 |      28       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/inputtools/hdfsusage/HDFSUsagePluginTest.java
     562      57 |      53        2 |      56      43     289 |     388      452 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/analysis/salsa/fsm/TestFSMBuilder.java
      96       7 |      17        1 |       7      11      36 |      54       72 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/DatabaseSetup.java
     142       8 |      17        1 |      17      14      60 |      91      117 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestDatabasePrepareStatement.java
      66       5 |      17        0 |       8       1      32 |      41       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestMacro.java
     148       9 |      17        1 |      16      17      61 |      94      122 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestDatabaseDataExpiration.java
     159      10 |      17        1 |      16      16      67 |      99      132 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestDatabaseTableCreator.java
     259      30 |      67        0 |      16      32      87 |     135      162 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestDatabaseWebJson.java
      90       7 |      17        0 |      16       6      28 |      50       66 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestDatabaseAggregator.java
     384      27 |      33        2 |      57      38     170 |     265      324 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/database/TestDatabaseIostat.java
      61      10 |      17        0 |       8       2      19 |      29       34 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/connector/TestFailedCollector.java
     153      14 |      17        0 |      10       3      78 |      91      122 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/agent/TestCmd.java
      98      12 |      19        0 |       8       5      39 |      52       67 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/agent/TestAgent.java
     157      17 |      27        3 |       5       1      92 |      98      113 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/agent/TestAgentConfig.java
     102      16 |      17        0 |       6       6      47 |      59       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/sender/TestRetryListOfCollectors.java
      55       7 |      17        0 |      10       3      14 |      27       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/sender/TestAcksOnFailure.java
     179      36 |      18        1 |      15      10      84 |     109      125 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/writer/TestChukwaWriters.java
     134      24 |      22        3 |       9      15      65 |      89       88 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/writer/TestSocketTee.java
      40       6 |      17        0 |       4       3       7 |      14       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/writer/TestClientAck.java
      72       9 |      18        1 |      12       3      22 |      37       45 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/collector/TestCollector.java
     259      42 |      29        2 |      35      27     111 |     173      188 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/collector/TestDelayedAcks.java
      72      10 |      17        2 |      14       7      21 |      42       45 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/collector/TestAdaptorTimeout.java
      84      10 |      22        5 |      13       9      26 |      48       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/collector/TestBackpressure.java
     151      22 |      20        3 |      25       9      64 |      98      109 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/collector/TestFailedCollectorAck.java
      52       7 |      21        0 |       7       1       8 |      16       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/collector/CaptureWriter.java
      70       9 |      21        0 |      10       4      20 |      34       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/controller/TestAgentClient.java
      67       9 |      21        1 |       7       2      23 |      32       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/TestExecAdaptor.java
      99      15 |      17        1 |      13       6      41 |      60       67 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/TestFileAdaptor.java
      58       8 |      17        0 |       6       3      19 |      28       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/TestUDPAdaptor.java
     167      27 |      21        1 |      15       5      88 |     108      119 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestRCheckAdaptor.java
     135      23 |      20        0 |      11       3      58 |      72       92 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileExpirationPolicy.java
      73      10 |      17        0 |      11       3      24 |      38       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestCharFileTailingAdaptorUTF8.java
     119      12 |      23        1 |      12       5      52 |      69       84 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileTailingAdaptorBigRecord.java
      92      18 |      18        0 |      13       1      31 |      45       56 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestRawAdaptor.java
      96       7 |      20        0 |      12       5      40 |      57       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestLogRotate.java
     123      11 |      18        3 |      13       8      50 |      71       94 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestStartAtOffset.java
     126      16 |      19        1 |      13       5      59 |      77       91 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileTailingAdaptors.java
      70      15 |      18        0 |       2       2      20 |      24       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/ChukwaTestAdaptor.java
     112      16 |      21        2 |      12       7      49 |      68       75 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/TestBufferingWrappers.java
     204      34 |      35       10 |       9       1     113 |     123      135 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/datacollection/adaptor/TestDirTailingAdaptor.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseDiskTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseMrJobTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseClientTraceTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseClusterDiskTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseDfsFsNameSystemTest.java
     148      17 |      20        0 |      21      16      56 |      93      111 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/DatabaseRestServerSetup.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseSystemMetricsTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseDfsThroughputTest.java
      60       5 |      17        0 |       7       0      21 |      28       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/resource/TestUserResource.java
      67       8 |      17        0 |      20       9       8 |      37       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/resource/SetupTestEnv.java
      41       5 |      17        0 |       5       0       9 |      14       19 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/resource/TestWidgetResource.java
      77       7 |      17        0 |      10       0      31 |      41       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/resource/TestViewResource.java
      71       5 |      20        0 |      15       2      21 |      38       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/resource/TestClientTrace.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseMrTaskTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseClusterHadoopRpcTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseDfsDataNodeTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseDfsNameNodeTest.java
      55       7 |      20        0 |       9       1      12 |      22       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseMrJobConfTest.java
      60       7 |      20        0 |       9       1      15 |      25       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/test/org/apache/hadoop/chukwa/rest/TestDatabaseHadoopJvmTest.java
