                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 2 4 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa/chukwa-0._RELAX_java_2017-02-04_12_35_31_932/chukwa-0.6.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
      38       5 |      24        0 |       3       0       3 |       6        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/RegExDirTailingAdaptor.java
     217      15 |      28        0 |      20      11     118 |     149      174 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/sigar/SigarRunner.java
      95      10 |      31        0 |       6       5      29 |      40       54 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/sigar/SystemMetrics.java
     123      14 |      98        0 |       3       5       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/Adaptor.java
      69      14 |      17        0 |       3       6      17 |      26       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/AbstractAdaptor.java
     132      22 |      19        1 |       5      13      49 |      67       91 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/MemBuffered.java
     220      22 |      25        0 |      11      11      98 |     120      173 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/SocketAdaptor.java
     314      30 |      47        1 |      35      23     127 |     185      237 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/JMXAdaptor.java
     321      42 |      41        1 |      12      29     126 |     167      238 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/FileAdaptor.java
      22       1 |      17        0 |       1       1       1 |       3        4 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/NotifyOnCommitAdaptor.java
     163      22 |      43        2 |       8      10      52 |      70       98 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/DirTailingAdaptor.java
     185      29 |      32        1 |       8      12      70 |      90      124 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/ExecAdaptor.java
     103       9 |      36        0 |       8      13      28 |      49       58 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/SyslogAdaptor.java
     122      12 |      19        3 |       8       9      52 |      69       91 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/WriteaheadBuffered.java
      98      11 |      18        0 |       6       7      37 |      50       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/UDPAdaptor.java
     140      21 |      23        0 |      10       9      54 |      73       96 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/DataFactory.java
      33       5 |      23        0 |       2       1       1 |       4        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/ChunkReceiver.java
      63       9 |      26        0 |       4       3      16 |      23       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/ChunkBuilder.java
     151      22 |      17        0 |      11       7      59 |      77      112 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/ViewBean.java
      74      13 |      17        0 |       8       2      21 |      31       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/ColumnBean.java
      77      14 |      17        0 |       3       5      21 |      29       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/ClientTraceBean.java
      66      12 |      17        0 |       7       4      13 |      24       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/CategoryBean.java
      58       9 |      17        0 |       4       4      12 |      20       32 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/ReturnCodeBean.java
     118      17 |      17        0 |      11       4      41 |      56       84 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/UserBean.java
      70      12 |      17        0 |       9       3      15 |      27       41 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/ConfigBean.java
     208      28 |      17        0 |      12      12      89 |     113      163 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/WidgetBean.java
     136      21 |      21        0 |       8       6      52 |      66       94 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/PagesBean.java
     109      17 |      17        0 |       8       8      35 |      51       75 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/CatalogBean.java
     199      24 |      17        0 |      10      11      88 |     109      158 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/ParametersBean.java
      80      15 |      17        0 |       7       3      23 |      33       48 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/bean/OptionBean.java
      59       8 |      17        0 |      12       4      12 |      28       34 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/resource/WidgetContextResolver.java
      73       9 |      26        0 |      11       4      17 |      32       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/resource/ViewContextResolver.java
     105       8 |      33        0 |      14       8      29 |      51       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/resource/ClientTrace.java
     165      10 |      17        0 |      19       4      65 |      88      138 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/resource/ViewResource.java
      86       8 |      17        0 |      15       2      23 |      40       61 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/resource/UserResource.java
      81       9 |      17        0 |      15       2      18 |      35       55 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/rest/resource/WidgetResource.java
     155      12 |      17        0 |      18      10      76 |     104      126 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datastore/UserStore.java
     245      15 |      18        0 |      18      16     129 |     163      212 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datastore/ViewStore.java
     337      18 |      27        0 |      31      35     174 |     240      292 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datastore/ChukwaHBaseStore.java
     126      11 |      17        0 |      19       8      53 |      80       98 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datastore/WidgetStore.java
      70      12 |      18        0 |      15       1      17 |      33       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/dataloader/TestSocketDataLoader.java
     158       8 |      17        2 |      20      15      65 |     100      133 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/dataloader/TestDatabaseMetricDataLoader.java
      81       6 |      17        0 |       5      15      31 |      51       58 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/hicc/TestChart.java
      61       8 |      17        0 |       5       6      19 |      30       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/hicc/AreaCalculatorTest.java
      81      14 |      20        0 |       9       2      23 |      34       47 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/TestDemuxReducerConfigs.java
      46       6 |      17        0 |       7       0       9 |      16       23 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/MockReduceProcessor.java
     340      29 |      49        0 |      15      19     186 |     220      262 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestJsonProcessors.java
     120      19 |      19        0 |      13       6      54 |      73       82 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestJobLogEntry.java
      59       9 |      17        0 |       5       2      13 |      20       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestLog4JMetricsContextChukwaRecord.java
      73      11 |      18        0 |       9       3      20 |      32       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestAbtractProcessor.java
     188      42 |      22        0 |      13       9      82 |     104      124 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestTsProcessor.java
      49       7 |      17        0 |       5       1      13 |      19       25 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ChukwaTestOutputCollector.java
      78      11 |      23        0 |       9       7      17 |      33       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestHadoopLogProcessor.java
      53       8 |      19        0 |       9       2       7 |      18       26 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TestPsOutput.java
      36       5 |      17        0 |       5       0       5 |      10       14 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/MockMapProcessor.java
      71      12 |      17        0 |       7       0      21 |      28       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/TestPostDemuxTrigger.java
     141      18 |      29        0 |      15      13      45 |      73       94 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/TestDemux.java
      90      19 |      20        0 |      12       2      28 |      42       51 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/TestDemuxMapperConfigs.java
     646     110 |      60        0 |       9      47     323 |     379      476 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/TestDemuxManager.java
      46       7 |      17        0 |       9       2       6 |      17       22 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/demux/MockTriggerAction.java
     152      33 |      26        2 |      17      14      51 |      82       93 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/extraction/archive/TestArchive.java
     354      70 |      17        3 |      18      54     152 |     224      267 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/tools/backfilling/TestBackfillingLoader.java
      41       8 |      17        0 |       2       1       8 |      11       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestRecordConsts.java
      93      12 |      17        0 |       5       7      41 |      53       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/DriverManagerUtilTest.java
      37       4 |      17        0 |       2       2      10 |      14       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestXSSFilter.java
     101      19 |      18        0 |      13       4      37 |      54       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestDumpChunks.java
      93      13 |      19        0 |       4       2      45 |      51       61 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestFilter.java
     102      13 |      17        0 |      15       5      45 |      65       72 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestCRValidator.java
     119      21 |      22        2 |      15       5      43 |      63       76 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestCopySequenceFile.java
     111      19 |      24        0 |      18      13      31 |      62       68 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/util/TestCreateRecordFile.java
      76       5 |      19        0 |       5       1      38 |      44       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/ChunkImplTest.java
      38       5 |      17        0 |       2       0      12 |      14       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/TestChunkBuilder.java
     112      15 |      17        1 |      11       9      45 |      65       80 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/inputtools/TestInputFormat.java
      81      11 |      19        0 |      11       3      22 |      36       51 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/inputtools/log4j/TestTaskLogAppender.java
      81      10 |      19        0 |      11       3      23 |      37       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/inputtools/log4j/TestChukwaDailyRollingFileAppender.java
      59       9 |      17        0 |       8       2      18 |      28       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/inputtools/hdfsusage/HDFSUsagePluginTest.java
     570      55 |      53        2 |      57      45     294 |     396      462 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/TestFSMBuilder.java
      96       7 |      17        1 |       7      11      36 |      54       72 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/DatabaseSetup.java
     142       8 |      17        1 |      17      14      60 |      91      117 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/TestDatabasePrepareStatement.java
      66       5 |      17        0 |       8       1      32 |      41       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/TestMacro.java
     148       9 |      17        1 |      16      17      61 |      94      122 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/TestDatabaseDataExpiration.java
     159      10 |      17        1 |      16      16      67 |      99      132 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/TestDatabaseTableCreator.java
     262      30 |      67        0 |      19      32      87 |     138      165 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/TestDatabaseWebJson.java
      90       7 |      17        0 |      16       6      28 |      50       66 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/database/TestDatabaseAggregator.java
      61      10 |      17        0 |       8       2      19 |      29       34 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/connector/TestFailedCollector.java
     153      14 |      17        0 |      10       3      78 |      91      122 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/agent/TestCmd.java
      98      12 |      19        0 |       8       5      39 |      52       67 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/agent/TestAgent.java
     187      19 |      41        0 |      10       9      76 |      95      127 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/agent/TestChunkQueue.java
     239      50 |      36        0 |      19      10      99 |     128      153 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/agent/rest/TestAdaptorController.java
     157      17 |      27        3 |       5       1      92 |      98      113 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/agent/TestAgentConfig.java
     102      16 |      17        0 |       6       6      47 |      59       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/sender/TestRetryListOfCollectors.java
      55       7 |      17        0 |      10       3      14 |      27       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/sender/TestAcksOnFailure.java
     445      79 |      67       26 |      17      34     200 |     251      299 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/writer/TestChukwaWriters.java
      55       6 |      17        0 |       8       5      11 |      24       32 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/writer/test/demux/TextParser.java
     135      24 |      22        3 |      10      15      65 |      90       89 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/writer/TestSocketTee.java
     110      12 |      19        0 |      20      13      35 |      68       79 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/writer/TestHBaseWriter.java
      40       6 |      17        0 |       4       3       7 |      14       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/writer/TestClientAck.java
     100      18 |      25        2 |      12       4      29 |      45       57 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/writer/solr/TestSolrWriter.java
      72       9 |      18        1 |      12       3      22 |      37       45 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/collector/TestCollector.java
     259      42 |      29        2 |      35      27     111 |     173      188 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/collector/TestDelayedAcks.java
      72      10 |      17        2 |      14       7      21 |      42       45 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/collector/TestAdaptorTimeout.java
      84      10 |      22        5 |      13       9      26 |      48       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/collector/TestBackpressure.java
     151      22 |      20        3 |      25       9      64 |      98      109 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/collector/TestFailedCollectorAck.java
      52       7 |      21        0 |       7       1       8 |      16       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/collector/CaptureWriter.java
      70       9 |      21        0 |      10       4      20 |      34       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/controller/TestAgentClient.java
      46       8 |      17        0 |       2       3      11 |      16       21 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/JMX/QueueSample.java
     192      24 |      20        0 |      19       7      97 |     123      148 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/JMX/TestJMXAdaptor.java
      38       8 |      21        0 |       2       5       1 |       8        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/JMX/MXBean.java
      38       5 |      17        0 |       3       2       7 |      12       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/JMX/JMXAgent.java
      83      16 |      17        0 |       4       5      28 |      37       50 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/JMX/MXBeanImpl.java
      70       9 |      21        1 |       7       3      21 |      31       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestExecAdaptor.java
     101      15 |      17        1 |      13       6      42 |      61       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestFileAdaptor.java
     153      29 |      20        0 |      12       4      67 |      83      104 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/jms/TestJMSAdaptor.java
     277      46 |      20        0 |      13       5     139 |     157      211 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/jms/TestJMSMessagePropertyTransformer.java
      58       8 |      17        0 |       6       3      19 |      28       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestUDPAdaptor.java
      72      11 |      19        3 |      11       5      18 |      34       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileTailer.java
     191      30 |      21        1 |      19       6      97 |     122      140 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestRCheckAdaptor.java
     135      23 |      20        0 |      11       3      58 |      72       92 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileExpirationPolicy.java
      73      10 |      17        0 |      11       3      24 |      38       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestCharFileTailingAdaptorUTF8.java
     119      12 |      23        1 |      12       5      52 |      69       84 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileTailingAdaptorBigRecord.java
      92      18 |      18        0 |      13       1      31 |      45       56 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestRawAdaptor.java
      96       7 |      20        0 |      12       5      40 |      57       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestLogRotate.java
     151      21 |      47        0 |      15      16      31 |      62       83 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileTailingAdaptorPreserveLines.java
     123      11 |      18        3 |      13       8      50 |      71       94 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestStartAtOffset.java
     164      20 |      29        2 |      13       9      76 |      98      115 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TestFileTailingAdaptors.java
      76      13 |      17        1 |       7       5      24 |      36       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestOozieAdaptor.java
      70      15 |      18        0 |       2       2      20 |      24       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/ChukwaTestAdaptor.java
     144      21 |      18        0 |      18       5      58 |      81      105 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestAddAdaptor.java
      66       7 |      24        0 |       6       3      21 |      30       35 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestSyslogAdaptor.java
